tid,label,n_sectors_found,n_sectors_downloaded,sectors,total_size_mb,status,error,duration_s,downloaded_at
9348006,1,2,2,21;48,4.05,ok,,6.57,2026-05-04T19:59:34+00:00
237751146,0,2,2,6;33,3.49,ok,,4.46,2026-05-04T19:59:39+00:00
198390247,1,39,3,14;15;16,5.68,ok,,0.46,2026-05-04T19:59:49+00:00
89510024,0,7,3,41;54;55,5.85,ok,,6.85,2026-05-04T19:59:56+00:00
147895461,0,2,2,74;75,3.98,ok,,4.14,2026-05-04T20:00:00+00:00
271722899,0,21,3,27;28;29,5.55,ok,,5.83,2026-05-04T20:00:06+00:00
176831592,0,2,2,4;31,3.76,ok,,7.18,2026-05-04T20:00:13+00:00
180695581,1,4,3,22;23;49,5.91,ok,,6.19,2026-05-04T20:00:20+00:00
286201103,1,9,3,15;16;41,5.66,ok,,6.01,2026-05-04T20:00:26+00:00
91987762,1,5,3,21;45;46,5.82,ok,,5.53,2026-05-04T20:00:31+00:00
158025009,1,4,3,16;23;50,5.69,ok,,5.39,2026-05-04T20:00:37+00:00
37749396,1,3,3,3;42;70,5.73,ok,,7.59,2026-05-04T20:00:44+00:00
287145649,1,2,2,63;90,3.98,ok,,4.11,2026-05-04T20:00:48+00:00
97766057,1,4,3,39;66;91,6.15,ok,,9.39,2026-05-04T20:00:58+00:00
24358417,1,2,2,32;98,6.07,ok,,5.16,2026-05-04T20:01:03+00:00
15682927,0,2,2,75;82,3.92,ok,,3.96,2026-05-04T20:01:07+00:00
129539786,0,0,0,,0.0,no_data,,2.93,2026-05-04T20:01:10+00:00
40779013,0,2,2,54;55,3.91,ok,,4.04,2026-05-04T20:01:14+00:00
188570092,1,3,3,42;92;96,5.69,ok,,5.45,2026-05-04T20:01:19+00:00
258514800,1,24,3,15;16;17,5.54,ok,,5.6,2026-05-04T20:01:25+00:00
459837008,1,12,3,19;20;25,5.64,ok,,0.41,2026-05-04T20:01:25+00:00
382188882,0,35,3,3;4;6,5.5,ok,,6.11,2026-05-04T20:01:31+00:00
287474726,0,2,2,34;35,3.68,ok,,4.19,2026-05-04T20:01:36+00:00
377739433,0,0,0,,0.0,no_data,,4.94,2026-05-04T20:01:41+00:00
139118482,0,1,1,49,1.96,ok,,2.27,2026-05-04T20:01:43+00:00
285542903,0,2,2,58;78,3.36,ok,,3.99,2026-05-04T20:01:47+00:00
48476907,0,5,3,9;35;36,5.52,ok,,5.73,2026-05-04T20:01:53+00:00
296898634,0,4,3,75;76;82,5.9,ok,,5.84,2026-05-04T20:01:58+00:00
256349966,0,5,3,77;78;83,5.21,ok,,8.06,2026-05-04T20:02:06+00:00
190743990,0,3,3,56;76;83,5.85,ok,,10.46,2026-05-04T20:02:17+00:00
459323923,1,0,0,,0.0,no_data,,1.96,2026-05-04T20:02:19+00:00
377024332,0,0,0,,0.0,no_data,,2.08,2026-05-04T20:02:21+00:00
142387023,1,7,3,21;22;41,5.93,ok,,5.79,2026-05-04T20:02:27+00:00
93963408,0,1,1,34,1.85,ok,,2.74,2026-05-04T20:02:29+00:00
324395151,0,2,2,37;38,3.81,ok,,4.0,2026-05-04T20:02:33+00:00
464300749,1,4,3,63;64;90,5.95,ok,,5.64,2026-05-04T20:02:39+00:00
431899140,0,1,1,59,1.93,ok,,2.84,2026-05-04T20:02:42+00:00
468472950,0,5,3,55;56;76,6.01,ok,,5.6,2026-05-04T20:02:48+00:00
325172035,0,2,2,37;38,3.81,ok,,4.03,2026-05-04T20:02:52+00:00
328750515,0,5,3,56;57;76,6.12,ok,,5.57,2026-05-04T20:03:04+00:00
64836837,0,3,3,57;77;83,5.98,ok,,6.01,2026-05-04T20:03:10+00:00
408203470,0,4,3,14;15;41,5.81,ok,,5.86,2026-05-04T20:03:16+00:00
264678534,1,16,3,18;19;20,5.55,ok,,6.21,2026-05-04T20:03:22+00:00
348844154,0,24,3,11;12;13,6.11,ok,,7.33,2026-05-04T20:03:29+00:00
83092282,1,8,3,8;9;34,5.51,ok,,7.63,2026-05-04T20:03:37+00:00
120826158,1,7,3,14;40;41,5.97,ok,,7.65,2026-05-04T20:03:44+00:00
446549905,0,1,1,27,1.79,ok,,4.75,2026-05-04T20:03:49+00:00
330332501,0,2,2,55;56,4.03,ok,,7.1,2026-05-04T20:03:56+00:00
82302240,0,2,2,61;62,3.74,ok,,6.48,2026-05-04T20:04:03+00:00
119585136,1,0,0,,0.0,no_data,,1.79,2026-05-04T20:04:04+00:00
165464482,1,2,2,49;76,3.95,ok,,6.81,2026-05-04T20:04:11+00:00
100589632,0,1,1,87,1.97,ok,,5.8,2026-05-04T20:04:17+00:00
148673433,1,3,3,22;48;75,6.06,ok,,7.12,2026-05-04T20:04:24+00:00
239638934,0,1,1,83,1.83,ok,,2.64,2026-05-04T20:04:27+00:00
49254857,1,1,1,64,1.97,ok,,2.39,2026-05-04T20:04:29+00:00
268405086,0,11,3,18;19;20,5.55,ok,,6.81,2026-05-04T20:04:36+00:00
156678143,0,0,0,,0.0,no_data,,2.63,2026-05-04T20:04:39+00:00
298663873,1,40,3,14;15;16,5.68,ok,,7.32,2026-05-04T20:04:52+00:00
450327768,0,1,1,48,2.05,ok,,3.08,2026-05-04T20:04:55+00:00
430528566,0,5,3,56;57;76,6.12,ok,,7.5,2026-05-04T20:05:03+00:00
376838000,0,0,0,,0.0,no_data,,4.98,2026-05-04T20:05:08+00:00
79395355,0,0,0,,0.0,no_data,,2.32,2026-05-04T20:05:10+00:00
229536616,0,1,1,41,1.94,ok,,2.98,2026-05-04T20:05:13+00:00
127530399,1,3,3,11;38;65,5.98,ok,,6.45,2026-05-04T20:05:20+00:00
336128819,1,7,3,26;40;53,5.71,ok,,6.56,2026-05-04T20:05:26+00:00
284441182,1,6,3,17;18;24,5.56,ok,,6.21,2026-05-04T20:05:32+00:00
101497191,0,3,3,9;35;36,5.52,ok,,7.04,2026-05-04T20:05:39+00:00
270333769,0,0,0,,0.0,no_data,,3.89,2026-05-04T20:05:43+00:00
29374525,0,2,2,71;72,3.76,ok,,4.19,2026-05-04T20:05:47+00:00
33091633,0,2,2,33;87,3.86,ok,,4.9,2026-05-04T20:05:52+00:00
274942910,0,3,3,76;82;83,5.7,ok,,6.19,2026-05-04T20:05:59+00:00
300038935,1,43,3,1;2;3,6.04,ok,,6.17,2026-05-04T20:06:05+00:00
96291218,0,3,3,43;44;71,5.49,ok,,6.07,2026-05-04T20:06:11+00:00
460205581,1,7,3,10;11;37,5.76,ok,,6.58,2026-05-04T20:06:17+00:00
172110606,0,5,3,20;60;71,5.71,ok,,6.05,2026-05-04T20:06:23+00:00
198385543,1,29,3,17;20;23,5.72,ok,,5.85,2026-05-04T20:06:29+00:00
364186197,1,18,3,16;17;18,5.42,ok,,6.28,2026-05-04T20:06:36+00:00
54364414,0,0,0,,0.0,no_data,,4.87,2026-05-04T20:06:40+00:00
307809773,1,5,3,43;44;45,5.43,ok,,1.6,2026-05-04T20:06:42+00:00
35883621,0,0,0,,0.0,no_data,,2.67,2026-05-04T20:06:45+00:00
339538183,0,0,0,,0.0,no_data,,4.65,2026-05-04T20:06:49+00:00
312469860,0,0,0,,0.0,no_data,,3.51,2026-05-04T20:06:53+00:00
317060587,1,6,3,1;13;67,6.15,ok,,8.62,2026-05-04T20:07:01+00:00
347018922,0,0,0,,0.0,no_data,,3.02,2026-05-04T20:07:10+00:00
224313733,0,5,3,49;50;51,5.69,ok,,7.42,2026-05-04T20:07:17+00:00
178819686,1,4,3,10;37;64,5.75,ok,,1.48,2026-05-04T20:07:19+00:00
300011941,0,35,3,1;2;3,6.04,ok,,8.73,2026-05-04T20:07:27+00:00
412014494,0,1,1,27,1.79,ok,,3.94,2026-05-04T20:07:31+00:00
289316336,0,2,2,53;54,3.75,ok,,5.94,2026-05-04T20:07:37+00:00
4897275,1,2,2,21;48,4.05,ok,,6.14,2026-05-04T20:07:43+00:00
393940766,1,3,3,28;68;95,5.71,ok,,8.9,2026-05-04T20:07:52+00:00
274002141,0,0,0,,0.0,no_data,,4.48,2026-05-04T20:07:57+00:00
75650448,1,0,0,,0.0,no_data,,2.27,2026-05-04T20:07:59+00:00
438295981,0,4,3,33;43;44,5.48,ok,,9.75,2026-05-04T20:08:09+00:00
190496853,1,3,3,35;62;89,5.81,ok,,12.19,2026-05-04T20:08:23+00:00
157568289,0,2,2,33;34,3.75,ok,,6.05,2026-05-04T20:08:29+00:00
233602827,1,37,3,14;15;16,5.68,ok,,1.77,2026-05-04T20:08:31+00:00
322807371,1,4,3,63;90;100,5.92,ok,,9.21,2026-05-04T20:08:40+00:00
33690636,0,1,1,33,1.89,ok,,4.07,2026-05-04T20:08:44+00:00
309257814,0,16,3,10;28;31,5.63,ok,,9.29,2026-05-04T20:08:53+00:00
88902249,1,1,1,65,2.04,ok,,3.92,2026-05-04T20:08:57+00:00
371210825,0,6,3,44;45;46,5.6,ok,,8.55,2026-05-04T20:09:06+00:00
207468071,1,13,3,23;24;49,5.86,ok,,1.43,2026-05-04T20:09:07+00:00
237222864,1,39,3,14;15;16,5.68,ok,,8.46,2026-05-04T20:09:16+00:00
439366538,1,2,2,28;92,3.8,ok,,5.65,2026-05-04T20:09:21+00:00
256722647,1,8,3,52;57;58,5.92,ok,,8.89,2026-05-04T20:09:30+00:00
219821826,0,27,3,24;25;26,5.64,ok,,8.9,2026-05-04T20:09:39+00:00
175310067,0,1,1,34,1.85,ok,,4.04,2026-05-04T20:09:43+00:00
55383975,0,39,3,1;4;5,5.86,ok,,9.42,2026-05-04T20:09:52+00:00
452006073,1,4,3,64;90;100,5.95,ok,,8.38,2026-05-04T20:10:01+00:00
298666530,0,36,3,16;17;18,5.42,ok,,9.35,2026-05-04T20:10:10+00:00
41330864,0,1,1,75,2.02,ok,,3.84,2026-05-04T20:10:14+00:00
262530873,0,2,2,29;69,3.8,ok,,6.94,2026-05-04T20:10:21+00:00
336267424,0,9,3,14;26;40,5.85,ok,,10.05,2026-05-04T20:10:31+00:00
158588995,1,7,3,9;10;36,5.61,ok,,8.48,2026-05-04T20:10:40+00:00
141663460,0,0,0,,0.0,no_data,,2.28,2026-05-04T20:10:42+00:00
335590096,1,3,3,63;90;91,5.99,ok,,8.1,2026-05-04T20:10:50+00:00
153078576,1,3,3,30;31;97,7.82,ok,,9.24,2026-05-04T20:10:59+00:00
52005579,1,5,3,42;43;57,5.78,ok,,8.31,2026-05-04T20:11:07+00:00
382474101,0,2,2,2;69,3.89,ok,,5.97,2026-05-04T20:11:13+00:00
418987806,0,0,0,,0.0,no_data,,3.19,2026-05-04T20:11:17+00:00
115564354,0,4,3,59;71;72,5.69,ok,,9.63,2026-05-04T20:11:26+00:00
27649847,1,7,3,7;34;44,5.42,ok,,8.12,2026-05-04T20:11:34+00:00
373424049,0,4,3,9;10;35,5.6,ok,,8.16,2026-05-04T20:11:43+00:00
233684822,0,33,3,14;15;16,5.68,ok,,10.62,2026-05-04T20:11:53+00:00
40954422,0,4,3,74;75;81,5.92,ok,,8.66,2026-05-04T20:12:02+00:00
117979694,0,2,2,5;32,3.83,ok,,7.54,2026-05-04T20:12:09+00:00
420288086,0,0,0,,0.0,no_data,,2.79,2026-05-04T20:12:12+00:00
131419878,0,5,3,7;8;34,5.45,ok,,8.43,2026-05-04T20:12:21+00:00
258777134,0,40,3,14;15;16,0.0,ok,,26.62,2026-05-04T20:12:47+00:00
167031605,0,1,1,33,1.89,ok,,5.22,2026-05-04T20:12:52+00:00
415741431,0,2,2,57;77,4.15,ok,,5.96,2026-05-04T20:12:58+00:00
440887364,1,3,3,11;38;91,5.94,ok,,1.77,2026-05-04T20:13:00+00:00
305943739,0,2,2,40;81,4.01,ok,,6.44,2026-05-04T20:13:07+00:00
124379043,1,1,1,87,1.97,ok,,3.64,2026-05-04T20:13:10+00:00
288471040,0,26,3,47;48;49,6.0,ok,,8.91,2026-05-04T20:13:19+00:00
48276576,0,3,3,62;89;99,6.01,ok,,8.09,2026-05-04T20:13:27+00:00
106114491,0,4,3,74;75;81,5.92,ok,,8.38,2026-05-04T20:13:36+00:00
250111245,1,2,2,70;92,3.81,ok,,6.43,2026-05-04T20:13:44+00:00
396133015,1,3,3,56;76;83,5.85,ok,,8.96,2026-05-04T20:13:53+00:00
304042899,0,3,3,10;11;37,5.76,ok,,8.39,2026-05-04T20:14:01+00:00
382602147,1,6,3,28;29;68,5.78,ok,,8.33,2026-05-04T20:14:10+00:00
229400092,1,30,3,23;24;25,5.77,ok,,8.84,2026-05-04T20:14:18+00:00
219016883,1,3,3,74;75;76,5.96,ok,,8.32,2026-05-04T20:14:27+00:00
240613164,0,0,0,,0.0,no_data,,3.22,2026-05-04T20:14:32+00:00
387834907,0,16,3,16;17;18,5.42,ok,,9.22,2026-05-04T20:14:41+00:00
166190643,0,4,3,75;76;82,5.9,ok,,8.11,2026-05-04T20:14:49+00:00
356235833,0,3,3,25;26;52,5.49,ok,,8.03,2026-05-04T20:15:05+00:00
335630746,1,3,3,10;37;91,5.78,ok,,9.03,2026-05-04T20:15:14+00:00
118301361,0,0,0,,0.0,no_data,,2.34,2026-05-04T20:15:16+00:00
159334269,0,3,3,48;52;53,5.67,ok,,8.02,2026-05-04T20:15:24+00:00
328934463,1,1,1,50,1.92,ok,,3.8,2026-05-04T20:15:28+00:00
202428245,0,3,3,23;75;77,6.03,ok,,7.75,2026-05-04T20:15:36+00:00
441420236,1,3,3,1;27;95,5.67,ok,,8.11,2026-05-04T20:15:44+00:00
155867025,1,2,2,59;86,3.88,ok,,6.15,2026-05-04T20:15:50+00:00
78672342,0,0,0,,0.0,no_data,,2.39,2026-05-04T20:15:53+00:00
232540264,1,18,3,14;15;16,5.68,ok,,12.66,2026-05-04T20:16:05+00:00
425163745,0,0,0,,0.0,no_data,,1.83,2026-05-04T20:16:07+00:00
447283466,0,6,3,9;10;36,5.61,ok,,8.91,2026-05-04T20:16:16+00:00
26547036,1,13,3,14;15;16,5.68,ok,,10.36,2026-05-04T20:16:26+00:00
11996814,0,4,3,18;24;25,5.6,ok,,10.11,2026-05-04T20:16:36+00:00
443556801,1,0,0,,0.0,no_data,,2.31,2026-05-04T20:16:39+00:00
458856474,0,6,3,36;37;63,5.63,ok,,8.99,2026-05-04T20:16:48+00:00
33878688,0,33,3,1;2;3,6.04,ok,,14.92,2026-05-04T20:17:03+00:00
428679607,1,11,3,19;20;25,5.64,ok,,9.91,2026-05-04T20:17:13+00:00
241174783,0,2,2,47;60,3.86,ok,,8.44,2026-05-04T20:17:21+00:00
266688542,0,4,3,56;76;82,5.91,ok,,13.5,2026-05-04T20:17:35+00:00
435861696,0,1,1,57,2.1,ok,,4.73,2026-05-04T20:17:39+00:00
313761775,0,0,0,,0.0,no_data,,7.27,2026-05-04T20:17:47+00:00
352924930,0,3,3,52;78;79,5.11,ok,,10.18,2026-05-04T20:17:57+00:00
42755801,0,1,1,33,1.89,ok,,4.13,2026-05-04T20:18:01+00:00
182470056,0,2,2,61;62,3.74,ok,,7.53,2026-05-04T20:18:08+00:00
77156829,1,5,3,4;5;31,5.68,ok,,1.86,2026-05-04T20:18:10+00:00
335489455,0,2,2,78;83,3.16,ok,,6.5,2026-05-04T20:18:17+00:00
359496368,0,25,3,14;15;18,5.66,ok,,8.96,2026-05-04T20:18:26+00:00
445859771,1,7,3,15;22;23,5.85,ok,,8.6,2026-05-04T20:18:34+00:00
319735319,0,1,1,87,1.97,ok,,3.76,2026-05-04T20:18:38+00:00
198241702,1,42,3,14;15;16,5.68,ok,,8.36,2026-05-04T20:18:48+00:00
219852584,1,32,3,23;24;25,5.77,ok,,8.54,2026-05-04T20:18:56+00:00
459997997,0,3,3,36;37;90,5.73,ok,,9.1,2026-05-04T20:19:14+00:00
149601557,0,11,3,27;28;30,5.63,ok,,8.98,2026-05-04T20:19:23+00:00
275501623,0,2,2,56;57,4.14,ok,,6.86,2026-05-04T20:19:30+00:00
444415148,0,1,1,78,1.33,ok,,5.41,2026-05-04T20:19:35+00:00
383390264,1,8,3,12;13;27,5.91,ok,,10.52,2026-05-04T20:19:46+00:00
371673488,0,0,0,,0.0,no_data,,3.68,2026-05-04T20:19:50+00:00
307958020,1,39,3,14;15;16,5.68,ok,,8.32,2026-05-04T20:19:58+00:00
274122380,0,4,3,74;75;81,5.92,ok,,10.93,2026-05-04T20:20:09+00:00
127315102,0,2,2,11;38,3.94,ok,,5.06,2026-05-04T20:20:14+00:00
101037590,1,1,1,58,2.03,ok,,3.3,2026-05-04T20:20:17+00:00
313506357,0,2,2,17;57,3.93,ok,,6.29,2026-05-04T20:20:23+00:00
90504905,0,4,3,14;40;54,5.94,ok,,7.48,2026-05-04T20:20:31+00:00
303432813,1,2,2,70;71,3.76,ok,,4.89,2026-05-04T20:20:36+00:00
408310006,1,5,3,8;35;62,5.52,ok,,7.38,2026-05-04T20:20:43+00:00
344224831,0,0,0,,0.0,no_data,,3.01,2026-05-04T20:20:46+00:00
212253390,1,4,3,27;67;92,5.76,ok,,8.64,2026-05-04T20:20:55+00:00
271900960,0,34,3,1;2;3,6.04,ok,,7.63,2026-05-04T20:21:03+00:00
249067445,0,1,1,32,1.9,ok,,5.02,2026-05-04T20:21:08+00:00
436873727,1,8,3,18;42;43,5.46,ok,,7.58,2026-05-04T20:21:15+00:00
309792357,1,42,3,1;2;3,6.04,ok,,6.27,2026-05-04T20:21:21+00:00
457138169,0,2,2,21;47,3.98,ok,,6.26,2026-05-04T20:21:28+00:00
274138511,0,2,2,7;34,3.65,ok,,5.43,2026-05-04T20:21:33+00:00
89643259,0,6,3,54;55;74,5.86,ok,,6.24,2026-05-04T20:21:39+00:00
86263325,1,2,2,46;49,3.95,ok,,5.09,2026-05-04T20:21:52+00:00
372913430,0,5,3,27;31;35,5.47,ok,,6.4,2026-05-04T20:21:58+00:00
317597583,1,11,3,17;18;24,5.56,ok,,14.63,2026-05-04T20:22:13+00:00
403136413,0,1,1,28,1.85,ok,,4.37,2026-05-04T20:22:17+00:00
44737596,1,3,3,4;5;31,5.68,ok,,7.17,2026-05-04T20:22:24+00:00
4999813,0,1,1,87,1.97,ok,,5.03,2026-05-04T20:22:29+00:00
456042145,0,2,2,77;78,3.38,ok,,5.14,2026-05-04T20:22:35+00:00
45684223,0,2,2,89;90,4.15,ok,,9.01,2026-05-04T20:22:44+00:00
161687209,0,4,3,76;77;78,0.0,ok,,16.95,2026-05-04T20:23:01+00:00
1400212743,0,5,3,40;52;53,0.0,ok,,11.75,2026-05-04T20:23:12+00:00
70513361,1,3,3,3;30;97,7.96,ok,,7.56,2026-05-04T20:23:20+00:00
289441015,0,0,0,,0.0,no_data,,4.84,2026-05-04T20:23:25+00:00
329277372,0,7,3,16;17;56,5.68,ok,,7.67,2026-05-04T20:23:32+00:00
233503636,0,25,3,24;25;26,5.64,ok,,5.89,2026-05-04T20:23:38+00:00
168871868,0,2,2,31;32,3.76,ok,,4.88,2026-05-04T20:23:43+00:00
69838258,0,0,0,,0.0,no_data,,2.17,2026-05-04T20:23:45+00:00
219857012,1,39,3,15;16;17,5.54,ok,,15.35,2026-05-04T20:24:01+00:00
229742722,1,39,3,14;15;16,5.68,ok,,15.46,2026-05-04T20:24:16+00:00
311890977,0,0,0,,0.0,no_data,,4.09,2026-05-04T20:24:20+00:00
35315453,0,2,2,66;93,4.01,ok,,7.69,2026-05-04T20:24:28+00:00
232967440,1,9,3,14;15;21,5.87,ok,,8.92,2026-05-04T20:24:37+00:00
429304876,1,5,3,9;36;63,5.63,ok,,10.52,2026-05-04T20:24:47+00:00
146244533,0,2,2,35;36,3.67,ok,,6.81,2026-05-04T20:24:54+00:00
259151170,0,1,1,58,2.03,ok,,3.66,2026-05-04T20:24:58+00:00
357538688,0,3,3,62;63;64,5.79,ok,,8.59,2026-05-04T20:25:06+00:00
371579161,0,0,0,,0.0,no_data,,5.45,2026-05-04T20:25:12+00:00
147576037,0,5,3,40;41;47,5.99,ok,,8.16,2026-05-04T20:25:32+00:00
35377903,0,2,2,55;92,3.94,ok,,6.7,2026-05-04T20:25:38+00:00
463681005,0,3,3,63;64;90,5.95,ok,,8.44,2026-05-04T20:25:47+00:00
142748283,1,8,3,14;20;21,5.89,ok,,1.39,2026-05-04T20:25:48+00:00
58046864,0,2,2,66;93,4.01,ok,,9.31,2026-05-04T20:25:58+00:00
181804752,1,5,3,9;36;63,5.63,ok,,1.44,2026-05-04T20:25:59+00:00
199376584,1,7,3,14;15;41,5.81,ok,,8.67,2026-05-04T20:26:08+00:00
399870368,1,2,2,32;98,6.07,ok,,7.29,2026-05-04T20:26:15+00:00
353367071,0,5,3,43;44;45,5.43,ok,,8.49,2026-05-04T20:26:23+00:00
115446313,0,5,3,24;25;26,5.64,ok,,11.1,2026-05-04T20:26:35+00:00
89020549,1,4,3,1;28;68,5.9,ok,,14.39,2026-05-04T20:26:49+00:00
80029842,0,2,2,88;89,4.14,ok,,7.22,2026-05-04T20:27:04+00:00
458876004,0,2,2,85;86,3.81,ok,,7.88,2026-05-04T20:27:12+00:00
277128619,1,6,3,66;67;93,6.04,ok,,8.5,2026-05-04T20:27:21+00:00
8599009,1,1,1,80,1.94,ok,,3.61,2026-05-04T20:27:24+00:00
437156845,0,1,1,88,2.03,ok,,3.84,2026-05-04T20:27:28+00:00
179033846,0,0,0,,0.0,no_data,,72.36,2026-05-04T20:28:41+00:00
294780517,0,30,3,4;5;6,5.42,ok,,9.26,2026-05-04T20:28:50+00:00
51318828,0,0,0,,0.0,no_data,,2.83,2026-05-04T20:28:53+00:00
122220263,0,4,3,14;40;41,5.97,ok,,8.79,2026-05-04T20:29:02+00:00
241065596,0,0,0,,0.0,no_data,,3.21,2026-05-04T20:29:14+00:00
139375960,1,1,1,85,1.87,ok,,3.62,2026-05-04T20:29:18+00:00
154459165,0,3,3,34;61;88,5.75,ok,,7.62,2026-05-04T20:29:25+00:00
1400770435,0,12,3,14;15;16,5.68,ok,,8.03,2026-05-04T20:29:33+00:00
280655495,1,4,3,62;63;89,5.93,ok,,8.1,2026-05-04T20:29:41+00:00
220016044,0,3,3,29;30;69,5.8,ok,,8.69,2026-05-04T20:29:58+00:00
1449756,0,0,0,,0.0,no_data,,6.64,2026-05-04T20:30:05+00:00
1717732429,0,12,3,40;41,0.0,ok,,23.47,2026-05-04T20:30:28+00:00
291147951,0,1,1,82,1.89,ok,,4.35,2026-05-04T20:30:33+00:00
129432342,0,0,0,,0.0,no_data,,2.79,2026-05-04T20:30:35+00:00
87044036,0,2,2,71;72,3.76,ok,,5.72,2026-05-04T20:30:41+00:00
1950736,0,2,2,71;73,3.86,ok,,6.52,2026-05-04T20:30:48+00:00
56231866,0,2,2,83;84,3.71,ok,,18.04,2026-05-04T20:31:06+00:00
394287035,1,8,3,27;28;39,5.68,ok,,21.75,2026-05-04T20:31:27+00:00
145982812,0,2,2,35;36,3.67,ok,,6.52,2026-05-04T20:31:34+00:00
58825110,1,1,1,70,1.86,ok,,12.87,2026-05-04T20:31:47+00:00
11111899,0,5,3,41;55;75,5.96,ok,,20.83,2026-05-04T20:32:08+00:00
144440290,0,4,3,2;29;69,5.81,ok,,7.85,2026-05-04T20:32:15+00:00
64553698,0,0,0,,0.0,no_data,,3.56,2026-05-04T20:32:19+00:00
233087860,1,41,3,14;15;16,5.68,ok,,8.66,2026-05-04T20:32:28+00:00
275248683,0,5,3,8;35;45,5.47,ok,,8.48,2026-05-04T20:32:36+00:00
34551972,0,5,3,42;43;44,5.45,ok,,8.19,2026-05-04T20:32:44+00:00
407591297,1,2,2,21;48,4.05,ok,,5.77,2026-05-04T20:32:57+00:00
367913453,0,1,1,52,1.79,ok,,3.6,2026-05-04T20:33:01+00:00
351601843,1,5,3,13;27;67,5.89,ok,,6.63,2026-05-04T20:33:07+00:00
219366908,0,0,0,,0.0,no_data,,7.17,2026-05-04T20:33:15+00:00
124029677,1,2,2,33;98,6.06,ok,,6.73,2026-05-04T20:33:21+00:00
219854185,1,32,3,23;24;25,5.77,ok,,7.18,2026-05-04T20:33:29+00:00
353475866,1,6,3,19;43;44,5.42,ok,,5.75,2026-05-04T20:33:34+00:00
332630868,0,1,1,89,2.11,ok,,3.26,2026-05-04T20:33:38+00:00
382331352,0,1,1,38,1.95,ok,,2.26,2026-05-04T20:33:40+00:00
449197831,1,2,2,32;98,6.07,ok,,4.23,2026-05-04T20:33:44+00:00
408729765,0,2,2,52;53,3.62,ok,,4.07,2026-05-04T20:33:49+00:00
467331291,1,10,3,52;53;58,5.65,ok,,5.81,2026-05-04T20:33:54+00:00
165523947,0,1,1,55,1.99,ok,,2.39,2026-05-04T20:33:57+00:00
436099179,0,2,2,71;72,3.76,ok,,6.62,2026-05-04T20:34:10+00:00
101395259,0,6,3,8;9;35,5.48,ok,,6.88,2026-05-04T20:34:17+00:00
453230066,0,1,1,58,2.03,ok,,2.46,2026-05-04T20:34:19+00:00
249862365,0,0,0,,0.0,no_data,,2.65,2026-05-04T20:34:22+00:00
289125016,0,1,1,82,1.89,ok,,6.59,2026-05-04T20:34:29+00:00
83275782,1,2,2,71;72,3.76,ok,,5.14,2026-05-04T20:34:34+00:00
403308915,0,0,0,,0.0,no_data,,3.26,2026-05-04T20:34:37+00:00
122485078,0,1,1,73,1.96,ok,,2.61,2026-05-04T20:34:40+00:00
86280613,0,2,2,47;74,3.94,ok,,5.01,2026-05-04T20:34:45+00:00
75427473,0,2,2,71;72,3.76,ok,,5.86,2026-05-04T20:34:51+00:00
174143743,0,1,1,8,1.81,ok,,3.62,2026-05-04T20:34:55+00:00
286355915,0,3,3,18;58;85,5.68,ok,,8.71,2026-05-04T20:35:03+00:00
453289469,0,0,0,,0.0,no_data,,4.83,2026-05-04T20:35:08+00:00
118798035,1,0,0,,0.0,no_data,,0.0,2026-05-04T20:35:08+00:00
146467675,0,1,1,32,1.9,ok,,5.14,2026-05-04T20:35:13+00:00
153027658,0,2,2,30;31,3.86,ok,,5.84,2026-05-04T20:35:19+00:00
466318137,0,2,2,63;64,3.91,ok,,6.28,2026-05-04T20:35:25+00:00
100267480,0,2,2,67;94,3.92,ok,,6.14,2026-05-04T20:35:32+00:00
399642071,0,4,3,37;38;64,5.78,ok,,7.91,2026-05-04T20:35:39+00:00
326114850,0,0,0,,0.0,no_data,,4.52,2026-05-04T20:35:44+00:00
156816238,0,1,1,48,2.05,ok,,5.17,2026-05-04T20:35:49+00:00
283015592,0,5,3,57;58;77,6.18,ok,,8.88,2026-05-04T20:35:58+00:00
376524552,1,2,2,22;49,3.95,ok,,6.64,2026-05-04T20:36:05+00:00
375506058,1,9,3,15;16;55,5.7,ok,,8.23,2026-05-04T20:36:13+00:00
58824746,1,3,3,42;43;70,5.54,ok,,9.82,2026-05-04T20:36:23+00:00
343442463,0,1,1,77,2.05,ok,,3.66,2026-05-04T20:36:26+00:00
415969574,0,1,1,42,1.86,ok,,5.14,2026-05-04T20:36:32+00:00
20182780,1,4,3,50;51;77,5.77,ok,,13.47,2026-05-04T20:36:47+00:00
8348911,1,6,3,24;25;51,5.62,ok,,7.86,2026-05-04T20:36:54+00:00
37084932,0,1,1,33,1.89,ok,,3.56,2026-05-04T20:36:58+00:00
143257766,0,1,1,27,1.79,ok,,3.66,2026-05-04T20:37:02+00:00
208030798,0,0,0,,0.0,no_data,,3.02,2026-05-04T20:37:05+00:00
284564230,0,17,3,40;41;47,5.99,ok,,8.03,2026-05-04T20:37:13+00:00
25624952,0,0,0,,0.0,no_data,,2.97,2026-05-04T20:37:16+00:00
285233023,0,1,1,78,1.33,ok,,3.62,2026-05-04T20:37:19+00:00
266843799,0,0,0,,0.0,no_data,,26.26,2026-05-04T20:37:46+00:00
420645189,0,8,3,19;25;26,5.53,ok,,1.49,2026-05-04T20:37:47+00:00
