tid,label,sector_chosen,valid_fraction,n_points_raw,status,error,duration_s,processed_at
441420236,1,27,0.9569,17546,ok,,0.65,2026-05-05T04:52:25+00:00
155867025,1,59,0.8513,19029,ok,,0.7,2026-05-05T04:52:26+00:00
232540264,1,15,0.932,18757,ok,,0.59,2026-05-05T04:52:26+00:00
447283466,0,9,0.9098,18187,ok,,0.62,2026-05-05T04:52:27+00:00
26547036,1,14,0.9628,19337,ok,,0.54,2026-05-05T04:52:28+00:00
11996814,0,24,0.9646,19074,ok,,0.63,2026-05-05T04:52:28+00:00
458856474,0,63,0.9734,19107,ok,,0.75,2026-05-05T04:52:29+00:00
33878688,0,2,0.9427,19737,ok,,0.66,2026-05-05T04:52:30+00:00
428679607,1,20,0.9398,18954,ok,,0.54,2026-05-05T04:52:30+00:00
241174783,0,47,0.8503,19544,ok,,0.56,2026-05-05T04:52:31+00:00
266688542,0,56,0.9768,20079,ok,,0.62,2026-05-05T04:52:31+00:00
435861696,0,57,0.8688,20712,ok,,0.63,2026-05-05T04:52:32+00:00
352924930,0,79,0.9761,19542,ok,,0.58,2026-05-05T04:52:33+00:00
42755801,0,33,0.9383,18609,ok,,0.64,2026-05-05T04:52:33+00:00
182470056,0,62,0.9179,18517,ok,,0.65,2026-05-05T04:52:34+00:00
77156829,1,31,0.9126,18314,ok,,0.57,2026-05-05T04:52:36+00:00
335489455,0,78,0.9752,13003,ok,,0.67,2026-05-05T04:52:36+00:00
359496368,0,18,0.8311,17554,ok,,0.64,2026-05-05T04:52:37+00:00
445859771,1,22,0.9058,19579,ok,,0.63,2026-05-05T04:52:38+00:00
319735319,0,87,0.7417,19370,ok,,0.63,2026-05-05T04:52:38+00:00
198241702,1,14,0.8496,19337,ok,,0.66,2026-05-05T04:52:41+00:00
219852584,1,24,0.9614,19074,ok,,0.69,2026-05-05T04:52:41+00:00
459997997,0,90,0.9588,20105,ok,,0.59,2026-05-05T04:52:43+00:00
149601557,0,27,0.9569,17546,ok,,0.56,2026-05-05T04:52:44+00:00
275501623,0,56,0.9768,20079,ok,,0.61,2026-05-05T04:52:44+00:00
444415148,0,78,0.9752,13003,ok,,0.52,2026-05-05T04:52:45+00:00
383390264,1,27,0.9212,17546,ok,,0.55,2026-05-05T04:52:45+00:00
307958020,1,14,0.9628,19337,ok,,0.5,2026-05-05T04:52:46+00:00
274122380,0,75,0.9766,19947,ok,,0.6,2026-05-05T04:52:46+00:00
127315102,0,38,0.9504,19226,ok,,0.49,2026-05-05T04:52:47+00:00
101037590,1,58,0.9769,19962,ok,,0.54,2026-05-05T04:52:47+00:00
313506357,0,57,0.8688,20712,ok,,0.51,2026-05-05T04:52:48+00:00
90504905,0,40,0.9049,20309,ok,,0.53,2026-05-05T04:52:49+00:00
303432813,1,70,0.844,18339,ok,,0.53,2026-05-05T04:52:49+00:00
408310006,1,62,0.8725,18517,ok,,0.5,2026-05-05T04:52:50+00:00
212253390,1,27,0.9569,17546,ok,,0.5,2026-05-05T04:52:50+00:00
271900960,0,1,0.9265,20076,ok,,0.56,2026-05-05T04:52:51+00:00
249067445,0,32,0.9168,18730,ok,,0.5,2026-05-05T04:52:51+00:00
436873727,1,18,0.8493,17554,ok,,0.5,2026-05-05T04:52:52+00:00
309792357,1,2,0.9427,19737,ok,,0.51,2026-05-05T04:52:52+00:00
457138169,0,21,0.9596,19694,ok,,0.52,2026-05-05T04:52:53+00:00
274138511,0,7,0.924,17612,ok,,0.5,2026-05-05T04:52:53+00:00
89643259,0,74,0.9772,19232,ok,,0.5,2026-05-05T04:52:54+00:00
86263325,1,46,0.8658,19542,ok,,0.59,2026-05-05T04:52:56+00:00
372913430,0,31,0.9028,18314,ok,,0.58,2026-05-05T04:52:56+00:00
317597583,1,24,0.9646,19074,ok,,0.52,2026-05-05T04:52:57+00:00
403136413,0,28,0.7695,18182,ok,,0.58,2026-05-05T04:52:57+00:00
44737596,1,5,0.9082,18944,ok,,0.52,2026-05-05T04:52:58+00:00
4999813,0,87,0.7003,19370,ok,,0.57,2026-05-05T04:52:59+00:00
456042145,0,78,0.9752,13003,ok,,0.54,2026-05-05T04:52:59+00:00
45684223,0,89,0.9775,20745,ok,,0.53,2026-05-05T04:53:00+00:00
161687209,0,-1,0.0,0,no_fits,,0.48,2026-05-05T04:53:00+00:00
1400212743,0,-1,0.0,0,no_fits,,0.47,2026-05-05T04:53:01+00:00
70513361,1,30,0.8466,19687,ok,,0.61,2026-05-05T04:53:01+00:00
329277372,0,56,0.9768,20079,ok,,0.57,2026-05-05T04:53:02+00:00
233503636,0,24,0.9646,19074,ok,,0.6,2026-05-05T04:53:02+00:00
168871868,0,32,0.9364,18730,ok,,0.53,2026-05-05T04:53:03+00:00
219857012,1,15,0.9378,18757,ok,,0.61,2026-05-05T04:53:04+00:00
229742722,1,14,0.9628,19337,ok,,0.58,2026-05-05T04:53:04+00:00
35315453,0,93,0.8734,18862,ok,,0.58,2026-05-05T04:53:05+00:00
232967440,1,21,0.9616,19694,ok,,0.57,2026-05-05T04:53:05+00:00
429304876,1,63,0.8999,19107,ok,,0.54,2026-05-05T04:53:06+00:00
146244533,0,36,0.8853,18066,ok,,0.58,2026-05-05T04:53:06+00:00
259151170,0,58,0.9769,19962,ok,,0.5,2026-05-05T04:53:07+00:00
357538688,0,64,0.976,19385,ok,,0.6,2026-05-05T04:53:07+00:00
147576037,0,41,0.957,19149,ok,,0.61,2026-05-05T04:53:10+00:00
35377903,0,92,0.8252,19207,ok,,0.63,2026-05-05T04:53:11+00:00
463681005,0,64,0.976,19385,ok,,0.6,2026-05-05T04:53:11+00:00
142748283,1,14,0.9628,19337,ok,,0.52,2026-05-05T04:53:13+00:00
58046864,0,93,0.8496,18862,ok,,0.52,2026-05-05T04:53:13+00:00
181804752,1,63,0.8946,19107,ok,,0.52,2026-05-05T04:53:14+00:00
199376584,1,41,0.957,19149,ok,,0.56,2026-05-05T04:53:15+00:00
399870368,1,32,0.9231,18730,ok,,0.6,2026-05-05T04:53:15+00:00
353367071,0,44,0.9048,17466,ok,,0.63,2026-05-05T04:53:16+00:00
115446313,0,24,0.9646,19074,ok,,0.59,2026-05-05T04:53:17+00:00
89020549,1,1,0.9265,20076,ok,,0.6,2026-05-05T04:53:17+00:00
80029842,0,89,0.9775,20745,ok,,0.62,2026-05-05T04:53:20+00:00
458876004,0,85,0.6712,18357,ok,,0.55,2026-05-05T04:53:20+00:00
277128619,1,93,0.833,18862,ok,,0.54,2026-05-05T04:53:21+00:00
8599009,1,80,0.5973,19047,ok,,0.5,2026-05-05T04:53:21+00:00
437156845,0,88,0.8972,20000,ok,,0.58,2026-05-05T04:53:22+00:00
294780517,0,6,0.9309,15678,ok,,0.54,2026-05-05T04:53:22+00:00
122220263,0,40,0.9661,20309,ok,,0.57,2026-05-05T04:53:23+00:00
139375960,1,85,0.7119,18357,ok,,0.59,2026-05-05T04:53:25+00:00
154459165,0,88,0.9767,20000,ok,,0.55,2026-05-05T04:53:25+00:00
1400770435,0,15,0.8814,18757,ok,,0.57,2026-05-05T04:53:26+00:00
280655495,1,89,0.9775,20745,ok,,0.6,2026-05-05T04:53:26+00:00
220016044,0,30,0.8554,19687,ok,,0.53,2026-05-05T04:53:28+00:00
1717732429,0,-1,0.0,0,no_fits,,0.51,2026-05-05T04:53:29+00:00
291147951,0,82,0.9748,18619,ok,,0.59,2026-05-05T04:53:29+00:00
87044036,0,72,0.8303,18292,ok,,0.68,2026-05-05T04:53:30+00:00
1950736,0,71,0.8086,18677,ok,,0.53,2026-05-05T04:53:30+00:00
56231866,0,83,0.9651,17967,ok,,0.64,2026-05-05T04:53:31+00:00
394287035,1,39,0.9632,20126,ok,,0.53,2026-05-05T04:53:32+00:00
145982812,0,36,0.8859,18066,ok,,0.56,2026-05-05T04:53:32+00:00
58825110,1,70,0.801,18339,ok,,0.5,2026-05-05T04:53:33+00:00
11111899,0,55,0.9654,19562,ok,,0.55,2026-05-05T04:53:33+00:00
144440290,0,2,0.9427,19737,ok,,0.55,2026-05-05T04:53:34+00:00
233087860,1,16,0.8575,17765,ok,,0.6,2026-05-05T04:53:34+00:00
275248683,0,45,0.9125,18089,ok,,0.51,2026-05-05T04:53:35+00:00
34551972,0,44,0.8945,17466,ok,,0.59,2026-05-05T04:53:35+00:00
407591297,1,21,0.8883,19694,ok,,0.57,2026-05-05T04:53:37+00:00
367913453,0,52,0.941,17602,ok,,0.5,2026-05-05T04:53:38+00:00
351601843,1,27,0.8308,17546,ok,,0.56,2026-05-05T04:53:38+00:00
124029677,1,33,0.9383,18609,ok,,0.7,2026-05-05T04:53:39+00:00
219854185,1,24,0.9646,19074,ok,,0.62,2026-05-05T04:53:40+00:00
353475866,1,19,0.9332,18052,ok,,0.62,2026-05-05T04:53:40+00:00
332630868,0,89,0.9719,20745,ok,,0.6,2026-05-05T04:53:41+00:00
382331352,0,38,0.9629,19226,ok,,0.68,2026-05-05T04:53:41+00:00
449197831,1,32,0.9145,18730,ok,,0.57,2026-05-05T04:53:42+00:00
408729765,0,52,0.9521,17602,ok,,0.6,2026-05-05T04:53:45+00:00
467331291,1,53,0.9623,17992,ok,,0.57,2026-05-05T04:53:46+00:00
165523947,0,55,0.7711,19562,ok,,0.66,2026-05-05T04:53:46+00:00
436099179,0,71,0.7909,18677,ok,,0.59,2026-05-05T04:53:48+00:00
101395259,0,9,0.8752,18187,ok,,0.55,2026-05-05T04:53:49+00:00
453230066,0,58,0.965,19962,ok,,0.54,2026-05-05T04:53:49+00:00
289125016,0,82,0.9748,18619,ok,,0.5,2026-05-05T04:53:50+00:00
83275782,1,72,0.8268,18292,ok,,0.52,2026-05-05T04:53:50+00:00
122485078,0,73,0.6167,19337,ok,,0.49,2026-05-05T04:53:51+00:00
86280613,0,47,0.8433,19544,ok,,0.5,2026-05-05T04:53:53+00:00
75427473,0,72,0.8295,18292,ok,,0.54,2026-05-05T04:53:54+00:00
174143743,0,8,0.7356,17755,ok,,0.56,2026-05-05T04:53:54+00:00
286355915,0,58,0.9251,19962,ok,,0.55,2026-05-05T04:53:55+00:00
146467675,0,32,0.9346,18730,ok,,0.49,2026-05-05T04:53:55+00:00
153027658,0,31,0.9147,18314,ok,,0.53,2026-05-05T04:53:56+00:00
466318137,0,64,0.976,19385,ok,,0.53,2026-05-05T04:53:56+00:00
100267480,0,94,0.8307,18620,ok,,0.51,2026-05-05T04:53:57+00:00
399642071,0,64,0.976,19385,ok,,0.51,2026-05-05T04:53:57+00:00
156816238,0,48,0.7654,20202,ok,,0.53,2026-05-05T04:53:58+00:00
283015592,0,58,0.9769,19962,ok,,0.53,2026-05-05T04:53:58+00:00
376524552,1,22,0.8264,19579,ok,,0.5,2026-05-05T04:53:59+00:00
375506058,1,55,0.9654,19562,ok,,0.54,2026-05-05T04:53:59+00:00
58824746,1,70,0.8015,18339,ok,,0.51,2026-05-05T04:54:00+00:00
343442463,0,77,0.6378,20209,ok,,0.52,2026-05-05T04:54:00+00:00
415969574,0,42,0.5245,18342,ok,,0.48,2026-05-05T04:54:01+00:00
20182780,1,50,0.5537,18896,ok,,0.54,2026-05-05T04:54:03+00:00
8348911,1,25,0.9491,18489,ok,,0.54,2026-05-05T04:54:04+00:00
37084932,0,33,0.9383,18609,ok,,0.63,2026-05-05T04:54:04+00:00
143257766,0,27,0.6099,17546,ok,,0.53,2026-05-05T04:54:05+00:00
284564230,0,40,0.9661,20309,ok,,0.57,2026-05-05T04:54:05+00:00
285233023,0,78,0.9752,13003,ok,,0.54,2026-05-05T04:54:06+00:00
420645189,0,19,0.9472,18052,ok,,0.58,2026-05-05T04:54:07+00:00
425561347,1,27,0.898,17546,ok,,0.6,2026-05-05T04:54:08+00:00
319968129,0,72,0.8237,18292,ok,,0.55,2026-05-05T04:54:08+00:00
278199349,0,34,0.9228,18231,ok,,0.53,2026-05-05T04:54:09+00:00
98286422,0,88,0.9767,20000,ok,,0.6,2026-05-05T04:54:09+00:00
279740441,0,1,0.9265,20076,ok,,0.61,2026-05-05T04:54:10+00:00
260849386,0,89,0.9775,20745,ok,,0.53,2026-05-05T04:54:13+00:00
307210830,1,5,0.9049,18944,ok,,0.58,2026-05-05T04:54:14+00:00
317397615,0,52,0.8794,17602,ok,,0.57,2026-05-05T04:54:15+00:00
267263253,1,27,0.9569,17546,ok,,0.56,2026-05-05T04:54:15+00:00
166648874,1,22,0.7923,19579,ok,,0.61,2026-05-05T04:54:16+00:00
98613492,0,73,0.6473,19337,ok,,0.62,2026-05-05T04:54:17+00:00
23389848,0,40,0.9661,20309,ok,,0.59,2026-05-05T04:54:17+00:00
9006668,1,2,0.9427,19737,ok,,0.61,2026-05-05T04:54:18+00:00
452483795,0,82,0.9748,18619,ok,,0.66,2026-05-05T04:54:18+00:00
428699140,1,64,0.898,19385,ok,,0.55,2026-05-05T04:54:21+00:00
17129975,0,75,0.9766,19947,ok,,0.56,2026-05-05T04:54:22+00:00
159510109,0,14,0.9628,19337,ok,,0.59,2026-05-05T04:54:22+00:00
80478272,0,57,0.8688,20712,ok,,0.56,2026-05-05T04:54:23+00:00
179317684,1,9,0.8625,18187,ok,,0.57,2026-05-05T04:54:24+00:00
157236902,1,26,0.9619,17909,ok,,0.57,2026-05-05T04:54:24+00:00
4294779,0,32,0.9105,18730,ok,,0.51,2026-05-05T04:54:25+00:00
206498307,0,28,0.764,18182,ok,,0.54,2026-05-05T04:54:25+00:00
349576261,1,29,0.7277,18864,ok,,0.57,2026-05-05T04:54:26+00:00
95010343,0,72,0.8032,18292,ok,,0.56,2026-05-05T04:54:28+00:00
63303499,0,33,0.9383,18609,ok,,0.57,2026-05-05T04:54:29+00:00
54962195,1,62,0.844,18517,ok,,0.6,2026-05-05T04:54:30+00:00
297153209,0,75,0.9766,19947,ok,,0.54,2026-05-05T04:54:31+00:00
347098457,0,34,0.9272,18231,ok,,0.51,2026-05-05T04:54:31+00:00
201175570,1,95,0.8373,18167,ok,,0.66,2026-05-05T04:54:32+00:00
369864738,0,38,0.9629,19226,ok,,0.63,2026-05-05T04:54:33+00:00
61117473,0,65,0.8118,20085,ok,,0.59,2026-05-05T04:54:36+00:00
160268701,0,40,0.9661,20309,ok,,0.64,2026-05-05T04:54:36+00:00
142918609,0,34,0.9285,18231,ok,,0.57,2026-05-05T04:54:37+00:00
154220877,1,75,0.5549,19947,ok,,0.6,2026-05-05T04:54:38+00:00
288735205,1,14,0.9628,19337,ok,,0.66,2026-05-05T04:54:38+00:00
269269740,0,74,0.9677,19232,ok,,0.74,2026-05-05T04:54:39+00:00
366119858,1,85,0.5437,18357,ok,,0.62,2026-05-05T04:54:40+00:00
18318288,1,26,0.9619,17909,ok,,0.59,2026-05-05T04:54:40+00:00
27244707,0,59,0.8657,19029,ok,,0.69,2026-05-05T04:54:42+00:00
304025075,0,64,0.976,19385,ok,,0.76,2026-05-05T04:54:43+00:00
97735297,0,72,0.8283,18292,ok,,0.62,2026-05-05T04:54:44+00:00
274662200,0,55,0.9654,19562,ok,,0.71,2026-05-05T04:54:44+00:00
348755728,1,61,0.8534,18312,ok,,0.68,2026-05-05T04:54:45+00:00
220076110,1,98,0.6328,41332,ok,,0.68,2026-05-05T04:54:46+00:00
320536216,0,34,0.9255,18231,ok,,0.75,2026-05-05T04:54:46+00:00
29857954,1,92,0.8524,19207,ok,,0.76,2026-05-05T04:54:47+00:00
12036590,0,87,0.8193,19370,ok,,0.56,2026-05-05T04:54:48+00:00
32830028,0,33,0.9383,18609,ok,,0.67,2026-05-05T04:54:48+00:00
20988926,0,81,0.8674,19174,ok,,0.58,2026-05-05T04:54:52+00:00
363635669,0,64,0.976,19385,ok,,0.62,2026-05-05T04:54:52+00:00
35009898,1,45,0.892,18089,ok,,0.57,2026-05-05T04:54:53+00:00
233390838,0,17,0.8321,18012,ok,,0.68,2026-05-05T04:54:53+00:00
201233610,0,29,0.7843,18864,ok,,0.75,2026-05-05T04:54:54+00:00
34068865,1,9,0.9098,18187,ok,,0.65,2026-05-05T04:54:55+00:00
23769326,1,49,0.6868,19331,ok,,0.62,2026-05-05T04:54:55+00:00
360816293,0,93,0.8321,18862,ok,,0.61,2026-05-05T04:54:56+00:00
144193715,1,1,0.9162,20076,ok,,0.76,2026-05-05T04:54:57+00:00
66783360,0,83,0.9651,17967,ok,,0.59,2026-05-05T04:54:59+00:00
124095888,0,64,0.8985,19385,ok,,0.64,2026-05-05T04:54:59+00:00
349972412,1,27,0.7721,17546,ok,,0.55,2026-05-05T04:55:00+00:00
229141709,0,30,0.8504,19687,ok,,0.66,2026-05-05T04:55:01+00:00
307111282,0,18,0.8523,17554,ok,,0.6,2026-05-05T04:55:02+00:00
468574941,1,58,0.9769,19962,ok,,0.53,2026-05-05T04:55:02+00:00
186599508,0,18,0.8449,17554,ok,,0.55,2026-05-05T04:55:03+00:00
297967252,0,9,0.9098,18187,ok,,0.53,2026-05-05T04:55:03+00:00
29117085,0,47,0.8464,19544,ok,,0.63,2026-05-05T04:55:04+00:00
120723776,0,90,0.9568,20105,ok,,0.53,2026-05-05T04:55:05+00:00
22233480,1,40,0.9661,20309,ok,,0.84,2026-05-05T04:55:05+00:00
287329267,0,27,0.7666,17546,ok,,0.65,2026-05-05T04:55:06+00:00
237101326,0,47,0.8666,19544,ok,,0.6,2026-05-05T04:55:07+00:00
398733009,0,30,0.804,19687,ok,,0.54,2026-05-05T04:55:07+00:00
388076422,1,56,0.9768,20079,ok,,0.54,2026-05-05T04:55:08+00:00
193336820,1,56,0.9768,20079,ok,,0.54,2026-05-05T04:55:10+00:00
256886630,0,16,0.8151,17765,ok,,0.61,2026-05-05T04:55:11+00:00
105387356,0,74,0.9772,19232,ok,,0.64,2026-05-05T04:55:12+00:00
62483237,1,1,0.9173,20076,ok,,0.58,2026-05-05T04:55:12+00:00
354442783,0,59,0.8796,19029,ok,,0.56,2026-05-05T04:55:13+00:00
71582156,1,20,0.9398,18954,ok,,0.61,2026-05-05T04:55:13+00:00
31268146,0,6,0.9381,15678,ok,,0.62,2026-05-05T04:55:15+00:00
374400599,0,52,0.9521,17602,ok,,0.55,2026-05-05T04:55:16+00:00
67247610,0,82,0.9748,18619,ok,,0.64,2026-05-05T04:55:17+00:00
343019899,1,56,0.9768,20079,ok,,0.56,2026-05-05T04:55:17+00:00
1405997635,0,93,0.8734,18862,ok,,0.52,2026-05-05T04:55:18+00:00
9804616,0,4,0.7926,18684,ok,,0.57,2026-05-05T04:55:20+00:00
389525208,0,27,0.9569,17546,ok,,0.58,2026-05-05T04:55:20+00:00
387690507,1,33,0.9383,18609,ok,,0.59,2026-05-05T04:55:21+00:00
124543547,0,33,0.9383,18609,ok,,0.57,2026-05-05T04:55:22+00:00
179155220,0,33,0.9383,18609,ok,,0.6,2026-05-05T04:55:22+00:00
299799658,1,27,0.9569,17546,ok,,0.7,2026-05-05T04:55:23+00:00
356453768,0,37,0.8813,18249,ok,,0.59,2026-05-05T04:55:24+00:00
1003831,1,34,0.926,18231,ok,,0.64,2026-05-05T04:55:24+00:00
272625214,0,58,0.9769,19962,ok,,0.55,2026-05-05T04:55:25+00:00
274170255,0,55,0.9654,19562,ok,,0.57,2026-05-05T04:55:25+00:00
422756130,1,24,0.9646,19074,ok,,0.55,2026-05-05T04:55:26+00:00
169532369,0,32,0.9373,18730,ok,,0.73,2026-05-05T04:55:27+00:00
400595342,0,36,0.8901,18066,ok,,0.59,2026-05-05T04:55:27+00:00
263179590,1,33,0.9344,18609,ok,,0.65,2026-05-05T04:55:28+00:00
195093356,0,82,0.9748,18619,ok,,0.62,2026-05-05T04:55:28+00:00
370877263,0,90,0.9588,20105,ok,,0.51,2026-05-05T04:55:29+00:00
327369524,1,58,0.927,19962,ok,,0.63,2026-05-05T04:55:30+00:00
350348197,1,72,0.8079,18292,ok,,0.58,2026-05-05T04:55:30+00:00
113919944,0,70,0.8425,18339,ok,,0.68,2026-05-05T04:55:31+00:00
437011608,1,44,0.9062,17466,ok,,0.58,2026-05-05T04:55:31+00:00
305739565,1,64,0.8928,19385,ok,,0.58,2026-05-05T04:55:32+00:00
312548415,0,58,0.9265,19962,ok,,0.6,2026-05-05T04:55:33+00:00
29336129,0,63,0.9734,19107,ok,,0.55,2026-05-05T04:55:33+00:00
172754786,0,74,0.9772,19232,ok,,0.65,2026-05-05T04:55:34+00:00
306955329,1,58,0.9272,19962,ok,,0.67,2026-05-05T04:55:34+00:00
219208037,0,33,0.9383,18609,ok,,0.61,2026-05-05T04:55:35+00:00
19155785,0,71,0.7835,18677,ok,,0.58,2026-05-05T04:55:36+00:00
224225541,1,2,0.9426,19737,ok,,0.57,2026-05-05T04:55:36+00:00
316937670,0,2,0.9427,19737,ok,,0.67,2026-05-05T04:55:37+00:00
56658270,1,44,0.9283,17466,ok,,0.53,2026-05-05T04:55:37+00:00
271167979,0,82,0.9748,18619,ok,,0.55,2026-05-05T04:55:38+00:00
101011575,1,34,0.9283,18231,ok,,0.6,2026-05-05T04:55:39+00:00
333473672,1,57,0.8688,20712,ok,,0.54,2026-05-05T04:55:40+00:00
352413427,1,57,0.8688,20712,ok,,0.51,2026-05-05T04:55:40+00:00
373614579,0,47,0.8463,19544,ok,,0.55,2026-05-05T04:55:41+00:00
309436531,0,93,0.8218,18862,ok,,0.52,2026-05-05T04:55:41+00:00
4646810,1,31,0.8844,18314,ok,,0.54,2026-05-05T04:55:42+00:00
124573851,1,62,0.8393,18517,ok,,0.54,2026-05-05T04:55:42+00:00
178155732,1,31,0.9099,18314,ok,,0.65,2026-05-05T04:55:44+00:00
68322189,0,65,0.9767,20085,ok,,0.49,2026-05-05T04:55:45+00:00
231702397,1,27,0.9191,17546,ok,,0.62,2026-05-05T04:55:45+00:00
105801221,0,9,0.8731,18187,ok,,0.54,2026-05-05T04:55:46+00:00
233720539,0,40,0.9661,20309,ok,,0.56,2026-05-05T04:55:46+00:00
237235093,0,24,0.9269,19074,ok,,0.64,2026-05-05T04:55:47+00:00
395171208,1,56,0.9768,20079,ok,,0.54,2026-05-05T04:55:47+00:00
293708935,0,11,0.6017,19527,ok,,0.66,2026-05-05T04:55:48+00:00
127476180,0,61,0.8656,18312,ok,,0.53,2026-05-05T04:55:49+00:00
300557619,0,29,0.7937,18864,ok,,0.58,2026-05-05T04:55:49+00:00
285677945,0,59,0.8431,19029,ok,,0.6,2026-05-05T04:55:50+00:00
229747848,1,14,0.9628,19337,ok,,0.54,2026-05-05T04:55:51+00:00
184869170,0,71,0.7845,18677,ok,,0.51,2026-05-05T04:55:51+00:00
143994283,0,34,0.9307,18231,ok,,0.59,2026-05-05T04:55:52+00:00
290348383,1,27,0.9569,17546,ok,,0.55,2026-05-05T04:55:53+00:00
176314383,1,98,0.6071,41332,ok,,0.58,2026-05-05T04:55:53+00:00
439610306,0,37,0.9506,18249,ok,,0.49,2026-05-05T04:55:54+00:00
320525204,0,40,0.9661,20309,ok,,0.56,2026-05-05T04:55:54+00:00
281196902,1,59,0.8556,19029,ok,,0.52,2026-05-05T04:55:55+00:00
261135533,1,83,0.9651,17967,ok,,0.55,2026-05-05T04:55:55+00:00
100990000,1,30,0.8588,19687,ok,,0.56,2026-05-05T04:55:56+00:00
167009792,0,1,0.9262,20076,ok,,0.52,2026-05-05T04:55:57+00:00
468845640,0,76,0.9759,19502,ok,,0.55,2026-05-05T04:55:57+00:00
97568467,1,33,0.9377,18609,ok,,0.68,2026-05-05T04:55:58+00:00
250386181,0,30,0.8157,19687,ok,,0.51,2026-05-05T04:55:59+00:00
198485881,1,14,0.9628,19337,ok,,0.57,2026-05-05T04:55:59+00:00
261257684,1,27,0.8512,17546,ok,,0.56,2026-05-05T04:56:00+00:00
463203560,0,64,0.976,19385,ok,,0.54,2026-05-05T04:56:02+00:00
350293646,1,34,0.9247,18231,ok,,0.57,2026-05-05T04:56:03+00:00
357457104,0,55,0.9654,19562,ok,,0.55,2026-05-05T04:56:04+00:00
350618622,1,2,0.9427,19737,ok,,0.62,2026-05-05T04:56:04+00:00
393911494,0,22,0.866,19579,ok,,0.54,2026-05-05T04:56:05+00:00
231736113,1,33,0.9383,18609,ok,,0.54,2026-05-05T04:56:05+00:00
23650642,0,47,0.8504,19544,ok,,0.48,2026-05-05T04:56:06+00:00
286696848,0,-1,0.0,0,no_fits,,0.56,2026-05-05T04:56:06+00:00
210083929,1,83,0.9651,17967,ok,,0.49,2026-05-05T04:56:07+00:00
304021498,0,38,0.9629,19226,ok,,0.54,2026-05-05T04:56:07+00:00
167754523,0,2,0.9427,19737,ok,,0.53,2026-05-05T04:56:08+00:00
358186451,0,56,0.9768,20079,ok,,0.55,2026-05-05T04:56:08+00:00
17416749,0,78,0.6797,13003,ok,,0.52,2026-05-05T04:56:09+00:00
34077285,1,33,0.9383,18609,ok,,0.5,2026-05-05T04:56:09+00:00
280206394,1,9,0.9098,18187,ok,,0.6,2026-05-05T04:56:10+00:00
238597883,0,34,0.9319,18231,ok,,0.57,2026-05-05T04:56:11+00:00
391949880,1,1,0.9265,20076,ok,,0.55,2026-05-05T04:56:11+00:00
219164808,0,7,0.9289,17612,ok,,0.55,2026-05-05T04:56:12+00:00
139853601,0,34,0.924,18231,ok,,0.49,2026-05-05T04:56:12+00:00
411608801,1,57,0.8688,20712,ok,,0.53,2026-05-05T04:56:13+00:00
94986319,1,6,0.9423,15678,ok,,0.5,2026-05-05T04:56:14+00:00
104022675,0,64,0.8982,19385,ok,,0.52,2026-05-05T04:56:14+00:00
260609205,0,2,0.9427,19737,ok,,0.52,2026-05-05T04:56:15+00:00
232967666,0,40,0.9661,20309,ok,,0.58,2026-05-05T04:56:15+00:00
219344917,1,6,0.9428,15678,ok,,0.57,2026-05-05T04:56:16+00:00
445751830,1,59,0.8617,19029,ok,,0.51,2026-05-05T04:56:17+00:00
382626661,1,1,0.9265,20076,ok,,0.5,2026-05-05T04:56:17+00:00
341444900,0,76,0.9759,19502,ok,,0.58,2026-05-05T04:56:18+00:00
444413256,0,78,0.9652,13003,ok,,0.5,2026-05-05T04:56:18+00:00
162729620,0,90,0.9079,20105,ok,,0.5,2026-05-05T04:56:19+00:00
46772529,0,89,0.9262,20745,ok,,0.46,2026-05-05T04:56:19+00:00
282485660,1,65,0.8966,20085,ok,,0.6,2026-05-05T04:56:20+00:00
10837041,1,30,0.8144,19687,ok,,0.56,2026-05-05T04:56:20+00:00
178959058,0,64,0.8945,19385,ok,,0.53,2026-05-05T04:56:21+00:00
292321872,0,58,0.9379,19962,ok,,0.55,2026-05-05T04:56:22+00:00
230086768,0,16,0.8269,17765,ok,,0.56,2026-05-05T04:56:23+00:00
271596418,0,1,0.9265,20076,ok,,0.53,2026-05-05T04:56:24+00:00
284288080,0,33,0.9383,18609,ok,,0.55,2026-05-05T04:56:24+00:00
464067218,0,64,0.976,19385,ok,,0.52,2026-05-05T04:56:25+00:00
138968089,0,74,0.9677,19232,ok,,0.56,2026-05-05T04:56:25+00:00
288631580,1,14,0.9628,19337,ok,,0.53,2026-05-05T04:56:27+00:00
9032368,0,29,0.7854,18864,ok,,0.53,2026-05-05T04:56:27+00:00
294176967,0,76,0.9759,19502,ok,,0.55,2026-05-05T04:56:28+00:00
429358906,1,36,0.861,18066,ok,,0.53,2026-05-05T04:56:28+00:00
240968774,1,58,0.8851,19962,ok,,0.72,2026-05-05T04:56:32+00:00
44792534,1,31,0.8916,18314,ok,,0.54,2026-05-05T04:56:32+00:00
328513434,1,73,0.624,19337,ok,,0.52,2026-05-05T04:56:33+00:00
289988797,0,10,0.789,18900,ok,,0.57,2026-05-05T04:56:33+00:00
302766000,0,71,0.783,18677,ok,,0.66,2026-05-05T04:56:34+00:00
350743714,0,5,0.9099,18944,ok,,0.54,2026-05-05T04:56:35+00:00
137157546,0,58,0.9649,19962,ok,,0.58,2026-05-05T04:56:36+00:00
